0	0	0	10	10	10
62	0	0	45	8	10
123	0	0	88	6	10
185	0	0	144	3	10
254	0	0	206	0	10
308	0	0	265	0	11
386	0	0	367	0	11
451	0	0	482	0	11
482	0	0	542	0	11
513	0	0	609	0	11
544	0	0	675	0	11
575	0	0	746	0	12
606	0	0	831	0	12
637	0	0	920	0	12
668	0	0	999	0	12
800	0	0	1023	0	13
924	0	0	1023	0	13
0	62	0	3	38	9
62	62	0	38	36	10
123	62	0	81	34	10
185	62	0	137	31	10
254	62	0	199	28	10
308	62	0	258	26	10
386	62	0	360	21	10
451	62	0	474	15	10
482	62	0	535	12	11
513	62	0	602	9	11
544	62	0	668	6	11
575	62	0	739	2	11
606	62	0	824	0	11
637	62	0	912	0	11
668	62	0	992	0	12
800	62	0	1023	0	12
924	62	0	1023	0	12
0	123	0	0	72	9
62	123	0	29	71	9
123	123	0	72	69	9
185	123	0	128	66	9
254	123	0	190	63	9
308	123	0	249	60	9
386	123	0	351	55	10
451	123	0	465	49	10
482	123	0	526	47	10
513	123	0	593	43	10
544	123	0	659	40	10
575	123	0	730	37	10
606	123	0	815	32	11
637	123	0	903	28	11
668	123	0	983	24	11
800	123	0	1023	8	12
924	123	0	1023	6	12
0	185	0	0	118	8
62	185	0	17	116	8
123	185	0	60	114	8
185	185	0	116	111	8
254	185	0	178	108	8
308	185	0	237	105	9
386	185	0	339	100	9
451	185	0	453	95	9
482	185	0	514	92	9
513	185	0	581	88	9
544	185	0	647	85	9
575	185	0	718	82	10
606	185	0	803	78	10
637	185	0	891	73	10
668	185	0	971	70	10
800	185	0	1023	53	11
924	185	0	1023	51	11
0	254	0	0	167	7
62	254	0	4	165	7
123	254	0	47	163	7
185	254	0	103	161	7
254	254	0	165	158	8
308	254	0	224	155	8
386	254	0	326	150	8
451	254	0	440	144	8
482	254	0	501	141	8
513	254	0	568	138	8
544	254	0	634	135	9
575	254	0	705	131	9
606	254	0	790	127	9
637	254	0	878	123	9
668	254	0	958	119	9
800	254	0	1023	103	10
924	254	0	1023	101	10
0	308	0	0	214	6
62	308	0	0	213	6
123	308	0	34	211	6
185	308	0	91	208	7
254	308	0	153	205	7
308	308	0	212	202	7
386	308	0	314	197	7
451	308	0	428	191	7
482	308	0	488	189	7
513	308	0	556	185	8
544	308	0	621	182	8
575	308	0	693	179	8
606	308	0	777	175	8
637	308	0	866	170	8
668	308	0	945	166	8
800	308	0	1023	150	9
924	308	0	1023	148	9
0	386	0	0	296	5
62	386	0	0	294	5
123	386	0	13	292	5
185	386	0	69	290	5
254	386	0	131	287	5
308	386	0	190	284	5
386	386	0	292	279	6
451	386	0	407	273	6
482	386	0	467	270	6
513	386	0	534	267	6
544	386	0	600	264	6
575	386	0	671	260	6
606	386	0	756	256	7
637	386	0	845	252	7
668	386	0	924	248	7
800	386	0	1023	232	8
924	386	0	1023	230	8
0	451	0	0	388	3
62	451	0	0	386	3
123	451	0	0	384	3
185	451	0	45	381	3
254	451	0	107	378	4
308	451	0	166	375	4
386	451	0	268	370	4
451	451	0	383	365	4
482	451	0	443	362	4
513	451	0	510	358	4
544	451	0	576	355	5
575	451	0	647	352	5
606	451	0	732	348	5
637	451	0	821	343	5
668	451	0	900	340	5
800	451	0	1023	323	6
924	451	0	1023	321	6
0	482	0	0	436	2
62	482	0	0	434	2
123	482	0	0	432	2
185	482	0	33	429	3
254	482	0	94	426	3
308	482	0	154	424	3
386	482	0	256	419	3
451	482	0	370	413	3
482	482	0	430	410	3
513	482	0	497	407	3
544	482	0	563	404	4
575	482	0	635	400	4
606	482	0	719	396	4
637	482	0	808	392	4
668	482	0	887	388	4
800	482	0	1023	372	5
924	482	0	1023	370	5
0	513	0	0	490	1
62	513	0	0	488	1
123	513	0	0	486	1
185	513	0	19	483	2
254	513	0	80	480	2
308	513	0	139	477	2
386	513	0	242	472	2
451	513	0	356	467	2
482	513	0	416	464	2
513	513	0	483	461	3
544	513	0	549	457	3
575	513	0	620	454	3
606	513	0	705	450	3
637	513	0	794	446	3
668	513	0	873	442	3
800	513	0	1023	425	4
924	513	0	1023	424	4
0	544	0	0	543	0
62	544	0	0	541	0
123	544	0	0	539	0
185	544	0	5	536	1
254	544	0	66	533	1
308	544	0	126	530	1
386	544	0	228	525	1
451	544	0	342	520	1
482	544	0	402	517	1
513	544	0	470	513	2
544	544	0	535	510	2
575	544	0	607	507	2
606	544	0	691	503	2
637	544	0	780	498	2
668	544	0	859	494	2
800	544	0	1023	478	3
924	544	0	1023	476	3
0	575	0	0	600	0
62	575	0	0	598	0
123	575	0	0	596	0
185	575	0	0	593	0
254	575	0	52	590	0
308	575	0	111	587	0
386	575	0	213	582	0
451	575	0	327	577	0
482	575	0	387	574	0
513	575	0	455	570	1
544	575	0	520	567	1
575	575	0	592	564	1
606	575	0	676	560	1
637	575	0	765	555	1
668	575	0	844	551	1
800	575	0	1023	535	2
924	575	0	1023	533	2
0	606	0	0	667	0
62	606	0	0	666	0
123	606	0	0	664	0
185	606	0	0	661	0
254	606	0	34	658	0
308	606	0	93	655	0
386	606	0	195	650	0
451	606	0	309	644	0
482	606	0	370	641	0
513	606	0	437	638	0
544	606	0	503	635	0
575	606	0	574	632	0
606	606	0	659	627	0
637	606	0	747	623	0
668	606	0	826	619	0
800	606	0	1023	603	1
924	606	0	1023	601	1
0	637	0	0	738	0
62	637	0	0	737	0
123	637	0	0	735	0
185	637	0	0	732	0
254	637	0	15	729	0
308	637	0	74	726	0
386	637	0	176	721	0
451	637	0	291	715	0
482	637	0	351	712	0
513	637	0	418	709	0
544	637	0	484	706	0
575	637	0	555	703	0
606	637	0	640	698	0
637	637	0	729	694	0
668	637	0	808	690	0
800	637	0	1023	674	0
924	637	0	1023	672	0
0	668	0	0	802	0
62	668	0	0	800	0
123	668	0	0	798	0
185	668	0	0	795	0
254	668	0	0	792	0
308	668	0	58	789	0
386	668	0	160	784	0
451	668	0	274	779	0
482	668	0	334	776	0
513	668	0	402	773	0
544	668	0	467	769	0
575	668	0	539	766	0
606	668	0	623	762	0
637	668	0	712	758	0
668	668	0	791	754	0
800	668	0	1023	737	0
924	668	0	1023	736	0
0	800	0	0	1023	0
62	800	0	0	1023	0
123	800	0	0	1023	0
185	800	0	0	1023	0
254	800	0	0	1023	0
308	800	0	0	1023	0
386	800	0	89	1023	0
451	800	0	203	1023	0
482	800	0	264	1023	0
513	800	0	331	1023	0
544	800	0	397	1023	0
575	800	0	468	1023	0
606	800	0	553	1023	0
637	800	0	641	1023	0
668	800	0	721	1023	0
800	800	0	1023	1006	0
924	800	0	1023	1005	0
0	924	0	0	1023	0
62	924	0	0	1023	0
123	924	0	0	1023	0
185	924	0	0	1023	0
254	924	0	0	1023	0
308	924	0	0	1023	0
386	924	0	82	1023	0
451	924	0	196	1023	0
482	924	0	256	1023	0
513	924	0	323	1023	0
544	924	0	389	1023	0
575	924	0	460	1023	0
606	924	0	545	1023	0
637	924	0	634	1023	0
668	924	0	713	1023	0
800	924	0	1023	1023	0
924	924	0	1023	1023	0
0	0	62	8	10	36
62	0	62	43	8	37
123	0	62	86	6	37
185	0	62	143	3	37
254	0	62	205	0	37
308	0	62	264	0	37
386	0	62	366	0	37
451	0	62	480	0	37
482	0	62	540	0	38
513	0	62	608	0	38
544	0	62	673	0	38
575	0	62	745	0	38
606	0	62	829	0	38
637	0	62	918	0	38
668	0	62	997	0	39
800	0	62	1023	0	39
924	0	62	1023	0	39
0	62	62	1	38	36
62	62	62	36	36	36
123	62	62	79	34	36
185	62	62	135	31	36
254	62	62	197	28	36
308	62	62	256	25	36
386	62	62	358	20	37
451	62	62	473	15	37
482	62	62	533	12	37
513	62	62	600	9	37
544	62	62	666	5	37
575	62	62	737	2	37
606	62	62	822	0	38
637	62	62	911	0	38
668	62	62	990	0	38
800	62	62	1023	0	39
924	62	62	1023	0	39
0	123	62	0	72	35
62	123	62	27	70	35
123	123	62	70	68	35
185	123	62	126	66	36
254	123	62	188	63	36
308	123	62	247	60	36
386	123	62	349	55	36
451	123	62	464	49	36
482	123	62	524	46	36
513	123	62	591	43	37
544	123	62	657	40	37
575	123	62	728	36	37
606	123	62	813	32	37
637	123	62	902	28	37
668	123	62	981	24	37
800	123	62	1023	8	38
924	123	62	1023	6	38
0	185	62	0	117	34
62	185	62	15	116	35
123	185	62	58	114	35
185	185	62	115	111	35
254	185	62	176	108	35
308	185	62	235	105	35
386	185	62	338	100	35
451	185	62	452	94	35
482	185	62	512	91	36
513	185	62	579	88	36
544	185	62	645	85	36
575	185	62	716	82	36
606	185	62	801	77	36
637	185	62	890	73	36
668	185	62	969	69	37
800	185	62	1023	53	37
924	185	62	1023	51	37
0	254	62	0	167	34
62	254	62	2	165	34
123	254	62	45	163	34
185	254	62	102	160	34
254	254	62	163	157	34
308	254	62	222	154	34
386	254	62	325	149	34
451	254	62	439	144	35
482	254	62	499	141	35
513	254	62	566	138	35
544	254	62	632	134	35
575	254	62	703	131	35
606	254	62	788	127	35
637	254	62	877	123	35
668	254	62	956	119	36
800	254	62	1023	102	36
924	254	62	1023	101	36
0	308	62	0	214	33
62	308	62	0	212	33
123	308	62	33	210	33
185	308	62	89	208	33
254	308	62	151	205	33
308	308	62	210	202	33
386	308	62	312	197	33
451	308	62	426	191	34
482	308	62	487	188	34
513	308	62	554	185	34
544	308	62	620	182	34
575	308	62	691	178	34
606	308	62	776	174	34
637	308	62	864	170	35
668	308	62	944	166	35
800	308	62	1023	150	35
924	308	62	1023	148	36
0	386	62	0	296	31
62	386	62	0	294	31
123	386	62	11	292	31
185	386	62	68	289	32
254	386	62	130	286	32
308	386	62	189	283	32
386	386	62	291	279	32
451	386	62	405	273	32
482	386	62	465	270	32
513	386	62	533	267	32
544	386	62	598	264	33
575	386	62	670	260	33
606	386	62	754	256	33
637	386	62	843	252	33
668	386	62	922	248	33
800	386	62	1023	232	34
924	386	62	1023	230	34
0	451	62	0	387	30
62	451	62	0	386	30
123	451	62	0	384	30
185	451	62	44	381	30
254	451	62	106	378	30
308	451	62	165	375	30
386	451	62	267	370	30
451	451	62	381	364	31
482	451	62	441	361	31
513	451	62	509	358	31
544	451	62	574	355	31
575	451	62	646	352	31
606	451	62	730	347	31
637	451	62	819	343	31
668	451	62	898	339	32
800	451	62	1023	323	32
924	451	62	1023	321	32
0	482	62	0	436	29
62	482	62	0	434	29
123	482	62	0	432	29
185	482	62	31	429	29
254	482	62	93	426	29
308	482	62	152	423	29
386	482	62	254	418	29
451	482	62	368	413	30
482	482	62	429	410	30
513	482	62	496	407	30
544	482	62	562	403	30
575	482	62	633	400	30
606	482	62	718	396	30
637	482	62	806	392	31
668	482	62	886	388	31
800	482	62	1023	371	31
924	482	62	1023	370	32
0	513	62	0	490	28
62	513	62	0	488	28
123	513	62	0	486	28
185	513	62	17	483	28
254	513	62	79	480	28
308	513	62	138	477	28
386	513	62	240	472	28
451	513	62	354	467	29
482	513	62	415	464	29
513	513	62	482	460	29
544	513	62	548	457	29
575	513	62	619	454	29
606	513	62	703	450	29
637	513	62	792	445	30
668	513	62	871	441	30
800	513	62	1023	425	30
924	513	62	1023	423	31
0	544	62	0	542	27
62	544	62	0	541	27
123	544	62	0	538	27
185	544	62	3	536	27
254	544	62	65	533	27
308	544	62	124	530	27
386	544	62	226	525	27
451	544	62	340	519	28
482	544	62	401	516	28
513	544	62	468	513	28
544	544	62	534	510	28
575	544	62	605	506	28
606	544	62	690	502	28
637	544	62	778	498	29
668	544	62	858	494	29
800	544	62	1023	478	30
924	544	62	1023	476	30
0	575	62	0	599	26
62	575	62	0	598	26
123	575	62	0	595	26
185	575	62	0	593	26
254	575	62	50	590	26
308	575	62	109	587	26
386	575	62	211	582	26
451	575	62	325	576	27
482	575	62	386	573	27
513	575	62	453	570	27
544	575	62	519	567	27
575	575	62	590	563	27
606	575	62	675	559	27
637	575	62	763	555	28
668	575	62	843	551	28
800	575	62	1023	535	28
924	575	62	1023	533	29
0	606	62	0	667	24
62	606	62	0	665	25
123	606	62	0	663	25
185	606	62	0	661	25
254	606	62	32	658	25
308	606	62	91	655	25
386	606	62	193	650	25
